지점,지점명,일시,평균기온(°C),최저기온(°C),일강수량(mm),최대 풍속(m/s),일 최심신적설(cm),체감온도(°C)
119,수원,2017-08-24,26.2,23.5,38.1,6.3,,28.08542785
119,수원,2017-08-25,25.3,20.9,,4.6,,27.13521053
119,수원,2017-08-26,23.6,17.6,,5,,25.18368965
119,수원,2017-08-27,22.3,18.5,0,2.6,,24.03379829
119,수원,2017-08-28,21.3,18.3,30.4,5.3,,22.53900688
119,수원,2017-08-29,20.1,17.4,,4.1,,21.35058577
119,수원,2017-08-30,19.2,16,,3.8,,20.4009073
119,수원,2017-08-31,21.2,15.1,,2.6,,22.84195186
119,수원,2017-09-01,22.6,15.8,,3.7,,24.19582714
119,수원,2017-09-02,22.8,17.5,,3.3,,24.46999375
119,수원,2017-09-03,23.1,17.6,,3.5,,24.7751177
119,수원,2017-09-04,23.6,17.9,,3.3,,25.35116208
119,수원,2017-09-05,21.7,19.8,0,4.1,,23.14006167
119,수원,2017-09-06,20.2,18.3,1.3,2.6,,21.7584551
119,수원,2017-09-07,21.8,16.5,,3.9,,23.27913489
119,수원,2017-09-08,23.4,19.6,,3.7,,25.08408899
119,수원,2017-09-09,23.2,18.5,,4.2,,24.80718357
119,수원,2017-09-10,22.2,18.6,0,3.5,,23.7797174
119,수원,2017-09-11,20.5,18.2,15.7,4.4,,21.75178968
119,수원,2017-09-12,21.1,16.7,,4.5,,22.41251621
119,수원,2017-09-13,20.4,13.9,,4.4,,21.63938278
119,수원,2017-09-14,21.5,13.7,,2.9,,23.10856825
119,수원,2017-09-15,22.2,17.8,,6.8,,23.42794057
119,수원,2017-09-16,21.2,16.6,,5.2,,22.43685989
119,수원,2017-09-17,22.3,18.3,,3.8,,23.84940173
119,수원,2017-09-18,20.8,14.9,,4.2,,22.11836258
119,수원,2017-09-19,21.8,17.5,7.8,6,,23.03726861
119,수원,2017-09-20,18.3,12.3,,4.6,,19.24161808
119,수원,2017-09-21,18.7,12.6,,2.7,,20.10529551
119,수원,2017-09-22,19.7,14.4,,3.6,,20.99507065
119,수원,2017-09-23,20.7,16.2,,3.1,,22.19502968
119,수원,2017-09-24,22.4,18.9,,4,,23.93525426
119,수원,2017-09-25,22.9,18,,2.9,,24.63686375
119,수원,2017-09-26,23.5,18.3,0,3.5,,25.21751783
119,수원,2017-09-27,21.7,17.6,1.3,3.1,,23.29171286
119,수원,2017-09-28,19.4,13.6,,6.4,,20.2272879
119,수원,2017-09-29,15.3,8.6,,4.3,,15.93131277
119,수원,2017-09-30,18.4,11.7,,3.5,,19.57691614
119,수원,2017-10-01,17.2,14.8,10,4.3,,18.0635378
119,수원,2017-10-02,21.1,15.4,1.6,4.2,,22.45446521
119,수원,2017-10-03,17.2,12.8,,4,,18.12964634
119,수원,2017-10-04,16.7,10.1,,2.8,,17.90022163
119,수원,2017-10-05,17.9,14.2,,4.3,,18.84909439
119,수원,2017-10-06,17.9,13.4,0,5,,18.71730204
119,수원,2017-10-07,20.5,16.6,,2.3,,22.15687797
119,수원,2017-10-08,21,17.5,,3.5,,22.452517
119,수원,2017-10-09,21.2,16.8,,3.2,,22.72527976
119,수원,2017-10-10,20.8,16.8,0.1,2.7,,22.38651489
119,수원,2017-10-11,15.4,12.2,16.8,5.1,,15.85955618
119,수원,2017-10-12,11.5,7.3,0.2,2.6,,12.33203331
119,수원,2017-10-13,12,4.4,,3.6,,12.46201483
119,수원,2017-10-14,13.6,6.4,,3.7,,14.20288129
119,수원,2017-10-15,14.5,7.1,,3.8,,15.17254476
119,수원,2017-10-16,16.3,13.1,,3.6,,17.22722782
119,수원,2017-10-17,14.8,7,,2.5,,15.94767535
119,수원,2017-10-18,15.9,13.5,0,4.1,,16.65321152
119,수원,2017-10-19,15.9,11.5,,3,,16.96271719
119,수원,2017-10-20,15.5,9.2,,3.5,,16.36951518
119,수원,2017-10-21,15.2,8.5,,2.9,,16.23123851
119,수원,2017-10-22,15.2,7.4,,7.1,,15.25536259
119,수원,2017-10-23,12.9,8.6,,4.2,,13.26766018
119,수원,2017-10-24,13,8.1,,2.8,,13.8708943
119,수원,2017-10-25,12.3,6.9,,3.8,,12.72522613
119,수원,2017-10-26,14.3,8.6,,2.7,,15.32559776
119,수원,2017-10-27,15.3,10,,2.5,,16.48797868
119,수원,2017-10-28,15.7,8.4,,2.5,,16.92022135
119,수원,2017-10-29,11.3,6.2,,6.7,,10.802607
119,수원,2017-10-30,6.7,2.1,,4.6,,6.160807729
119,수원,2017-10-31,8.2,0.3,,3.8,,8.164314135
119,수원,2017-11-01,13,7.8,,3.5,,13.60451435
119,수원,2017-11-02,14.8,11.6,0,3.2,,15.69101956
119,수원,2017-11-03,11.7,6.3,2.2,5.2,,11.62887106
119,수원,2017-11-04,7.3,3,,3.9,,7.119434477
119,수원,2017-11-05,7.2,0.4,,3.9,,7.007988268
119,수원,2017-11-06,10.2,4.8,,2.6,,10.92348753
119,수원,2017-11-07,14.8,6.4,0,3.1,,15.72459889
119,수원,2017-11-08,13.2,6.6,0.2,5.3,,13.31101213
119,수원,2017-11-09,8.4,1.8,,2.8,,8.861460328
119,수원,2017-11-10,9.5,4.3,9.6,7.3,,8.573897779
119,수원,2017-11-11,5.8,1,,4.8,,5.066802043
119,수원,2017-11-12,4.8,-1.3,,3,,4.817133553
119,수원,2017-11-13,8.1,1,7.8,3.6,,8.140077458
119,수원,2017-11-14,7.5,3.5,,6.3,,6.509798433
119,수원,2017-11-15,4.2,0.2,0.2,6.5,,2.63702614
119,수원,2017-11-16,1.6,-2.4,,3.5,,0.996110564
119,수원,2017-11-17,3.2,-2.8,0.2,4.1,,2.449246539
119,수원,2017-11-18,-1,-3.9,,6.3,,-3.297305849
119,수원,2017-11-19,-0.4,-6.1,,4.5,,-1.793887225
119,수원,2017-11-20,0.5,-4.6,0.7,3.4,,-0.15732187
119,수원,2017-11-21,0.7,-5.2,,2.1,,1.064471103
119,수원,2017-11-22,4.5,-1.1,0.1,6.4,,3.016001936
119,수원,2017-11-23,1.4,-3.2,1.9,5.4,1.8,-0.17453897
119,수원,2017-11-24,0.3,-2.5,1.5,4.8,3,-1.154327792
119,수원,2017-11-25,4.2,-3.6,13,7.4,,2.36252307
119,수원,2017-11-26,4.5,-0.5,0.2,4.9,,3.555640004
119,수원,2017-11-27,2,-3.5,,2.8,,1.891813056
119,수원,2017-11-28,5.6,-0.7,0,2.2,,6.220582039
119,수원,2017-11-29,4.3,-1.5,0,4.7,,3.411905019
119,수원,2017-11-30,-1.3,-4.3,,5.2,,-3.161008388
119,수원,2017-12-01,-1.6,-6.3,0,4.1,,-2.919181171
119,수원,2017-12-02,1.1,-5,,2.8,,0.911706409
119,수원,2017-12-03,4.1,1.2,4,2.1,,4.695590063
119,수원,2017-12-04,-0.1,-5,0.4,6,,-2.139802933
119,수원,2017-12-05,-3.5,-6.8,0,5,,-5.560012837
119,수원,2017-12-06,0.9,-3.8,3.2,3.7,0.5,0.101724359
119,수원,2017-12-07,1.6,-2.7,0.2,4.5,,0.457871233
119,수원,2017-12-08,-2.6,-5.5,,5.1,,-4.589916179
119,수원,2017-12-09,-0.4,-5.2,,2.2,,-0.207288615
119,수원,2017-12-10,1.8,-1.4,7.6,6.6,1,-0.17360579
119,수원,2017-12-11,-5.7,-9.8,,7.2,,-9.115190276
119,수원,2017-12-12,-7.9,-11.2,,4,,-9.893576536
119,수원,2017-12-13,-7.2,-11.3,,4.4,,-9.38491917
119,수원,2017-12-14,-5.8,-11.5,,2.7,,-6.508930586
119,수원,2017-12-15,-2.6,-8.6,0,3.7,,-3.784421251
119,수원,2017-12-16,-4.4,-7.3,,5.1,,-6.634863414
119,수원,2017-12-17,-5.7,-11,0,4.5,,-7.761047142
119,수원,2017-12-18,0.5,-5.4,1.2,6.2,2,-1.528295353
119,수원,2017-12-19,-3.4,-7.7,,5.8,,-5.841967477
119,수원,2017-12-20,-2.3,-9.3,1.1,3.7,0.6,-3.451323056
119,수원,2017-12-21,-2,-6.2,,2.3,,-2.0198753
119,수원,2017-12-22,2.5,-4.2,,2.7,,2.507317438
119,수원,2017-12-23,4,1.9,,1.8,,4.857198449
119,수원,2017-12-24,3,-0.3,17,5,,1.813937944
119,수원,2017-12-25,-1.8,-4.6,0,5.1,,-3.68105074
119,수원,2017-12-26,-3.3,-7.3,0,6.2,,-5.907476377
119,수원,2017-12-27,-6,-9.5,,3.9,,-7.702911418
119,수원,2017-12-28,-1,-8.4,0,3.9,,-2.130600931
119,수원,2017-12-29,1.9,-2.3,,3.1,,1.577385829
119,수원,2017-12-30,1.5,-2.8,3.3,3,0.1,1.206284364
119,수원,2017-12-31,0.7,-2.1,0.5,4.6,0,-0.605128658
119,수원,2018-01-01,-1.7,-6.9,,3.4,,-2.585590393
119,수원,2018-01-02,-1.7,-5.7,,4.2,,-3.089334131
119,수원,2018-01-03,-3.5,-6.9,,4,,-4.98113906
119,수원,2018-01-04,-3.9,-7.8,,2.8,,-4.533330522
119,수원,2018-01-05,-3.1,-6.4,,5.2,,-5.208837851
119,수원,2018-01-06,-2.7,-8.4,,3.7,,-3.895453982
119,수원,2018-01-07,-0.9,-7.6,,2.7,,-1.186085367
119,수원,2018-01-08,1.4,-1.1,2,7.1,0.8,-0.808609461
119,수원,2018-01-09,-3,-5.4,1.1,5.8,0.7,-5.383255087
119,수원,2018-01-10,-6.5,-10.2,0.5,6.7,0.5,-9.828401345
119,수원,2018-01-11,-10.1,-13.2,,5.3,,-13.23371352
119,수원,2018-01-12,-9.2,-14.3,0,3,,-10.50162058
119,수원,2018-01-13,-4.1,-7.4,0.7,2.5,2.8,-4.475790525
119,수원,2018-01-14,0.4,-5.7,,3.6,,-0.39297837
119,수원,2018-01-15,3.3,-1.3,0.4,3.5,,2.876311128
119,수원,2018-01-16,3,-2.5,0,2.4,,3.273259304
119,수원,2018-01-17,3.4,0.6,0.6,3.8,,2.824709846
119,수원,2018-01-18,2.3,-0.6,,4.1,,1.442666343
119,수원,2018-01-19,0.9,-2.9,,3.8,,0.043665946
119,수원,2018-01-20,0.7,-3.6,,4,,-0.291994197
119,수원,2018-01-21,-0.3,-5.7,,3.5,,-1.105290066
119,수원,2018-01-22,0.7,-4.1,2.1,5.8,,-1.140165484
119,수원,2018-01-23,-10,-13.7,0,6.3,,-13.68129862
119,수원,2018-01-24,-12.7,-14.8,,6.9,,-17.11940271
119,수원,2018-01-25,-12.6,-15.2,,4.9,,-15.81521527
119,수원,2018-01-26,-13.5,-16.8,,4.4,,-16.46655331
119,수원,2018-01-27,-9,-16,,4.2,,-11.26783129
119,수원,2018-01-28,-4.9,-8,,5.4,,-7.361638261
119,수원,2018-01-29,-7.5,-10.6,,5.3,,-10.27164113
119,수원,2018-01-30,-5.4,-13,0.5,3.9,1,-7.03423416
119,수원,2018-01-31,-2.3,-6.1,,3.4,,-3.247845444
119,수원,2018-02-01,-3.4,-9.3,,3.8,,-4.739729563
119,수원,2018-02-02,-3.1,-9.5,,3.7,,-4.339584909
119,수원,2018-02-03,-6.4,-10,0.4,5.6,0.7,-9.17915268
119,수원,2018-02-04,-8.5,-11.8,,4.9,,-11.1707412
119,수원,2018-02-05,-8.4,-11.7,,5.9,,-11.62921226
119,수원,2018-02-06,-9.2,-12.9,,5.2,,-12.14870436
119,수원,2018-02-07,-7.9,-14.6,,3.6,,-9.590947639
119,수원,2018-02-08,-4.6,-11.2,,2.5,,-5.016093855
119,수원,2018-02-09,0.5,-6.9,,3.2,,-0.026155576
119,수원,2018-02-10,-0.3,-6.5,,5.9,,-2.328633163
119,수원,2018-02-11,-5.5,-8.3,1.9,5.9,2.5,-8.299375298
119,수원,2018-02-12,-6.3,-12.9,1,5.4,2.3,-8.958771437
119,수원,2018-02-13,-2.6,-11.3,,5.4,,-4.737776615
119,수원,2018-02-14,2.6,-4,,6.4,,0.821274195
119,수원,2018-02-15,-0.1,-4,,4.4,,-1.404029899
119,수원,2018-02-16,-1,-7.2,,4.6,,-2.522143968
119,수원,2018-02-17,-2.4,-6.2,,5.8,,-4.695186503
119,수원,2018-02-18,-0.6,-5.2,,3,,-1.091528756
119,수원,2018-02-19,0.7,-4.2,,3.9,,-0.236015366
119,수원,2018-02-20,0.7,-4.2,0.1,4.5,,-0.555420073
119,수원,2018-02-21,-0.6,-4.4,,4.5,,-2.019063071
119,수원,2018-02-22,0.7,-5.3,0,5.4,,-0.973105558
119,수원,2018-02-23,4.9,-0.7,2.8,4.7,1.7,4.089545466
119,수원,2018-02-24,2.6,-1.9,,4.5,,1.583750463
119,수원,2018-02-25,1.6,-2.5,,4.2,,0.60779472
119,수원,2018-02-26,1.9,-4.2,,3.5,,1.327910663
119,수원,2018-02-27,3.4,-2.7,,2.5,,3.628759426
119,수원,2018-02-28,5.2,2.4,22.9,6.8,,3.702481375
119,수원,2018-03-01,0.2,-3.7,2.9,7.5,,-2.341556389
119,수원,2018-03-02,-0.1,-6.2,,3.7,,-1.008602958
119,수원,2018-03-03,8.3,-1,0,3.6,,8.361715272
119,수원,2018-03-04,10.6,7.6,13.1,4.3,,10.6568614
119,수원,2018-03-05,6,2.1,7.2,5.5,,5.03856135
119,수원,2018-03-06,4,-2,,4.5,,3.159981384
119,수원,2018-03-07,6.5,0.1,2.5,5.9,,5.479260399
119,수원,2018-03-08,4.3,1.4,6.9,4.8,,3.37013027
119,수원,2018-03-09,4.3,1,,3.6,,3.928958997
119,수원,2018-03-10,3.9,-1.5,,4.6,,3.003370749
119,수원,2018-03-11,6.2,1.3,,4,,5.848552647
119,수원,2018-03-12,7,0.1,,3.8,,6.829413063
119,수원,2018-03-13,12.3,2.3,,5.3,,12.28567938
119,수원,2018-03-14,16.8,12.9,,5.6,,17.35793508
119,수원,2018-03-15,11.3,8,46.5,3.6,,11.68628248
119,수원,2018-03-16,7.7,4.6,,5.4,,7.01256032
119,수원,2018-03-17,6.6,1.4,,4.3,,6.167966616
119,수원,2018-03-18,8.1,4.2,1.3,2.1,,8.967494722
119,수원,2018-03-19,8.6,6.9,3.5,6.3,,7.778953105
119,수원,2018-03-20,5.5,2.5,,8.2,,3.67086536
119,수원,2018-03-21,1.8,0.1,2.1,5.2,1.6,0.36580902
119,수원,2018-03-22,4.7,0.3,,4.4,,3.991500876
119,수원,2018-03-23,5.3,0.3,,4.1,,4.797933662
119,수원,2018-03-24,7.1,2.3,,4.5,,6.650206996
119,수원,2018-03-25,8.7,4.5,,3.6,,8.804990899
119,수원,2018-03-26,10.2,4.6,,3.9,,10.35137456
119,수원,2018-03-27,12.7,4.6,,4.2,,13.04359177
119,수원,2018-03-28,14.2,8.2,,4.7,,14.59297238
119,수원,2018-03-29,14.6,9.7,,4.1,,15.19926235
119,수원,2018-03-30,13.5,7.5,,5.2,,13.67670053
119,수원,2018-03-31,13.5,7.1,,4.7,,13.80239186
119,수원,2018-04-01,14.8,9.3,,3.5,,15.59531494
119,수원,2018-04-02,17.2,12,,4.9,,17.94218164
119,수원,2018-04-03,18.2,14.1,,4.2,,19.20547319
119,수원,2018-04-04,12.7,10.2,19.1,5.9,,12.59822218
119,수원,2018-04-05,8.2,7.5,16.3,5.8,,7.460691821
119,수원,2018-04-06,6.4,3.5,8.9,7.8,,4.828467249
119,수원,2018-04-07,4.9,2.6,0,8.2,,2.96484233
119,수원,2018-04-08,6,0,0.5,6.2,,4.809992972
119,수원,2018-04-09,9.1,0.9,,2.7,,9.676864059
119,수원,2018-04-10,15.6,5.3,1.1,8.7,,15.48650776
119,수원,2018-04-11,12.3,8.2,,6.5,,12.0042326
119,수원,2018-04-12,11.7,4.9,,5.5,,11.5498781
119,수원,2018-04-13,14.1,5.4,,5.6,,14.2695671
119,수원,2018-04-14,9.1,7.2,9.6,5.8,,8.492794697
119,수원,2018-04-15,9.2,5.7,,6.2,,8.497724361
119,수원,2018-04-16,10.8,3.2,,4.7,,10.75300985
119,수원,2018-04-17,11.8,4.8,,4.5,,11.94183937
119,수원,2018-04-18,11.1,3.2,,3.8,,11.39032506
119,수원,2018-04-19,13.5,4.1,,4,,13.998733
119,수원,2018-04-20,17,8.5,,3.8,,17.95358866
119,수원,2018-04-21,17.2,8.7,,4.8,,17.96150752
119,수원,2018-04-22,15.8,11.8,4.5,5.9,,16.15770306
119,수원,2018-04-23,10.4,9.5,66.2,7,,9.690372643
119,수원,2018-04-24,12.4,8.2,2.6,5.3,,12.39960524
119,수원,2018-04-25,13.6,3.7,,4.7,,13.91533194
119,수원,2018-04-26,14.3,7.1,,4.3,,14.80908908
119,수원,2018-04-27,13.9,7.4,,3.4,,14.63304095
119,수원,2018-04-28,14,8.2,,4.6,,14.392697
119,수원,2018-04-29,15.2,7.2,,3.9,,15.92368505
119,수원,2018-04-30,18.9,11.7,,3.7,,20.08761607
119,수원,2018-05-01,20.5,17.6,0,4.1,,21.79795474
119,수원,2018-05-02,15.4,10.7,4.1,6.2,,15.64270393
119,수원,2018-05-03,11.9,6.9,0,7.3,,11.37343257
119,수원,2018-05-04,13.8,8.2,,7.9,,13.48662371
119,수원,2018-05-05,17.7,8.6,,5.2,,18.45496927
119,수원,2018-05-06,16,14.5,22.7,4.1,,16.76505377
119,수원,2018-05-07,18.6,13.4,,3.4,,19.82070552
119,수원,2018-05-08,17.8,12.4,,5.9,,18.45414235
119,수원,2018-05-09,15.2,9.9,,4.8,,15.69927849
119,수원,2018-05-10,14.6,9.5,,5.2,,14.92815187
119,수원,2018-05-11,15.6,10.9,0,3.6,,16.45149547
119,수원,2018-05-12,14.4,11.7,36,3.8,,15.06130301
119,수원,2018-05-13,14.8,11.3,0.5,4,,15.45013499
119,수원,2018-05-14,17.8,10.8,,3.6,,18.88951142
119,수원,2018-05-15,23,14.1,0,3.2,,24.70366544
119,수원,2018-05-16,23.2,21.8,28.3,6.9,,24.58136175
119,수원,2018-05-17,21.6,19.5,64.8,6.2,,22.78768349
119,수원,2018-05-18,16.6,12.6,5.2,4.2,,17.41292586
119,수원,2018-05-19,18.1,10.6,,6.1,,18.76881655
119,수원,2018-05-20,17.8,12.6,,4.6,,18.67779005
119,수원,2018-05-21,17.3,9.2,,5.3,,17.98197244
119,수원,2018-05-22,18.4,15.1,13.6,3.3,,19.62356791
119,수원,2018-05-23,17.1,11.9,6.6,5.6,,17.70108707
119,수원,2018-05-24,18.3,10.3,,5.4,,19.10514008
119,수원,2018-05-25,19.1,12,,4.3,,20.19576282
119,수원,2018-05-26,20.3,12,,4.8,,21.46796252
119,수원,2018-05-27,18.9,14.8,,4,,20.02763354
119,수원,2018-05-28,21,12.7,,4.4,,22.31382413
119,수원,2018-05-29,20.8,17.5,10.9,4.2,,22.11836258
119,수원,2018-05-30,18.8,14.4,3.7,4.9,,19.75465933
119,수원,2018-05-31,19.2,13.4,,4.4,,20.29050009
119,수원,2018-06-01,22.1,14.9,,4.7,,23.51523826
119,수원,2018-06-02,21.6,14.6,,4.6,,22.96288309
119,수원,2018-06-03,22.4,14,,4.9,,23.83273412
119,수원,2018-06-04,21.7,16.4,,4.2,,23.12667045
119,수원,2018-06-05,23.3,18.6,,4.1,,24.92953758
119,수원,2018-06-06,21.7,16.6,,4,,23.15373012
119,수원,2018-06-07,20.7,16.5,,4.2,,22.00632838
119,수원,2018-06-08,21.1,17.6,,4.3,,22.44021021
119,수원,2018-06-09,23.5,17.1,0.1,5.7,,25.01399578
119,수원,2018-06-10,21.7,17.2,1.4,5.7,,22.95241741
119,수원,2018-06-11,20.8,18.2,0,5.2,,21.98178668
119,수원,2018-06-12,21,17.5,0.3,5.2,,22.20932329
119,수원,2018-06-13,21.7,16.9,,4.2,,23.12667045
119,수원,2018-06-14,22.4,18.5,3.4,5.7,,23.75414233
119,수원,2018-06-15,22,17.7,0.3,5.9,,23.27666484
119,수원,2018-06-16,21.8,16.3,,4.8,,23.16463429
119,수원,2018-06-17,21.5,16.4,,4,,22.93043751
119,수원,2018-06-18,23.8,18.7,,3.9,,25.50805908
119,수원,2018-06-19,21.8,17.5,,3.2,,23.38474165
119,수원,2018-06-20,22.3,18.1,,4.6,,23.75224234
119,수원,2018-06-21,23,18.8,,5.3,,24.47574652
119,수원,2018-06-22,24,16.9,,4.5,,25.67756597
119,수원,2018-06-23,23.9,20.1,,4.1,,25.60059104
119,수원,2018-06-24,24.8,19.9,,4.1,,26.60717124
119,수원,2018-06-25,26.5,20,,2.7,,28.57839606
119,수원,2018-06-26,22.2,19.6,95.5,6.3,,23.47031996
119,수원,2018-06-27,22,18.8,0.2,5.2,,23.34700632
119,수원,2018-06-28,23.4,20.7,3.1,4.7,,24.98345923
119,수원,2018-06-29,24.5,21.5,1,3.5,,26.32351816
119,수원,2018-06-30,24.9,20.7,1.7,4.3,,26.70466026
119,수원,2018-07-01,21.9,20.8,105.7,3.9,,23.3905811
119,수원,2018-07-02,23,20.4,76.3,3.9,,24.61648941
119,수원,2018-07-03,26.5,22.6,17.7,5,,28.47360616
119,수원,2018-07-04,26.4,22.6,,4.3,,28.3879958
119,수원,2018-07-05,25.7,22.4,0.3,4.5,,27.59156066
119,수원,2018-07-06,24.3,22.2,0,5.3,,25.95678271
119,수원,2018-07-07,24.3,20.4,,5,,25.97780743
119,수원,2018-07-08,23.3,18.5,,4.9,,24.85225282
119,수원,2018-07-09,21.1,20.3,11.5,4.5,,22.41251621
119,수원,2018-07-10,24.7,20.5,2.9,3.2,,26.57214081
119,수원,2018-07-11,27.2,24.2,4.2,4.1,,29.29138509
119,수원,2018-07-12,27.4,25,0,4,,29.51756958
119,수원,2018-07-13,27.3,24,0.1,3.3,,29.42656562
119,수원,2018-07-14,27.9,23.9,,4.1,,30.0742808
119,수원,2018-07-15,27.9,23.4,,4.2,,30.07279132
119,수원,2018-07-16,27.8,22.8,,3.3,,29.97729583
119,수원,2018-07-17,27.2,22.3,,4,,29.29427696
119,수원,2018-07-18,27.6,22.6,,3.7,,29.74746372
119,수원,2018-07-19,27.6,22.1,,4.6,,29.72881948
119,수원,2018-07-20,28.5,22.8,,3.6,,30.74713446
119,수원,2018-07-21,29.3,23.1,,3.6,,31.63368571
119,수원,2018-07-22,31.1,23.9,,5.6,,33.71484693
119,수원,2018-07-23,31.2,28.2,,4,,33.76012921
119,수원,2018-07-24,30.6,25.6,,4,,33.09025138
119,수원,2018-07-25,29.6,27.3,,4,,31.97378831
119,수원,2018-07-26,29.4,25.9,,3.3,,31.7396325
119,수원,2018-07-27,29.8,26.4,,3.8,,32.19253343
119,수원,2018-07-28,28.9,25.9,4,3.2,,31.18837406
119,수원,2018-07-29,30.9,25.3,,5.2,,33.47238533
119,수원,2018-07-30,31.6,26.6,,4,,34.20671444
119,수원,2018-07-31,31.9,27.8,,3.6,,34.51497729
119,수원,2018-08-01,32,26.6,,4.5,,34.68459981
119,수원,2018-08-02,32,27.8,,4,,34.65329966
119,수원,2018-08-03,32,28,,4.3,,34.6724485
119,수원,2018-08-04,30.2,27.2,,4.4,,32.65525812
119,수원,2018-08-05,29.7,26.2,0,5.3,,32.10877922
119,수원,2018-08-06,29.8,27.2,1,3.8,,32.19253343
119,수원,2018-08-07,30.5,27.4,0,4,,32.97860507
119,수원,2018-08-08,30.2,26.1,,4.8,,32.66599622
119,수원,2018-08-09,29.4,26.2,,4.8,,31.76110461
119,수원,2018-08-10,31.2,26.7,,5.1,,33.80964858
119,수원,2018-08-11,30.6,26.8,,4.8,,33.11844203
119,수원,2018-08-12,30.3,25.8,2.8,4.7,,32.77632436
119,수원,2018-08-13,31,26.2,,6.3,,33.62355733
119,수원,2018-08-14,31.8,27.8,,4.2,,34.44212542
119,수원,2018-08-15,32.4,28.6,,4.7,,35.14806592
119,수원,2018-08-16,30,24.7,,6.3,,32.46978036
119,수원,2018-08-17,26.9,22.3,,6.2,,28.89548861
119,수원,2018-08-18,25.8,21.5,,5.6,,27.65249498
119,수원,2018-08-19,27.1,22,,3.6,,29.19566976
119,수원,2018-08-20,28.3,24.3,,3.8,,30.52390709
119,수원,2018-08-21,25.6,23.2,5.7,4.7,,27.46814086
119,수원,2018-08-22,30.6,23.1,,5.4,,33.13709584
119,수원,2018-08-23,29.5,24.9,3.7,5.3,,31.88092749
119,수원,2018-08-24,24.7,22.9,12.2,5.3,,26.41248616
119,수원,2018-08-25,24.7,21,,5.5,,26.40024964
119,수원,2018-08-26,21.7,19,4,4.2,,23.12667045
119,수원,2018-08-27,22.4,19.3,53.1,3.8,,23.96064349
119,수원,2018-08-28,23.5,22.3,124.8,4.8,,25.08752897
119,수원,2018-08-29,26.1,22.8,8.5,5.2,,28.01150677
119,수원,2018-08-30,26.7,24.4,1.9,5,,28.70049695
119,수원,2018-08-31,24.7,21.3,0.9,3.9,,26.51107497
119,수원,2018-09-01,25.3,19.9,,5.2,,27.10136034
119,수원,2018-09-02,25.1,20.2,,5,,26.8853706
119,수원,2018-09-03,24.3,22.5,17.7,4.5,,26.01532974
119,수원,2018-09-04,23.8,20,,5.5,,25.372147
119,수원,2018-09-05,23.6,18.1,,5.8,,25.12111882
119,수원,2018-09-06,23.1,19.7,6.7,4.4,,24.67436885
119,수원,2018-09-07,21.4,17.9,1,5.8,,22.59820068
119,수원,2018-09-08,21.3,14,,3.4,,22.80085325
119,수원,2018-09-09,21.2,14.2,,3.4,,22.69047741
119,수원,2018-09-10,23,18.2,,4.5,,24.55168674
119,수원,2018-09-11,21.4,16.2,,4.8,,22.71218848
119,수원,2018-09-12,22.5,16.1,,4.5,,23.98874713
119,수원,2018-09-13,23.5,20.4,,3.9,,25.17372046
119,수원,2018-09-14,23.1,20.4,0.2,4.8,,24.63508316
119,수원,2018-09-15,21.7,20.1,6.9,3.2,,23.27483134
119,수원,2018-09-16,21.9,20.6,1.6,3.4,,23.4631083
119,수원,2018-09-17,21.8,17.9,0,3.9,,23.27913489
119,수원,2018-09-18,21.3,16.4,,3.4,,22.80085325
119,수원,2018-09-19,21.4,18.1,0.1,3.8,,22.84822593
119,수원,2018-09-20,19,17.6,5.7,3.7,,20.1986488
119,수원,2018-09-21,19.2,17.6,20,3.8,,20.4009073
119,수원,2018-09-22,20.2,14.7,0.5,5.5,,21.25973642
119,수원,2018-09-23,19,14.6,1.3,4.7,,20.01409595
119,수원,2018-09-24,17.1,11.9,,4.2,,17.9730969
119,수원,2018-09-25,17.3,9.2,,4.6,,18.11396201
119,수원,2018-09-26,18.9,16,,4.6,,19.91821172
119,수원,2018-09-27,18.5,11.6,,3.5,,19.68751617
119,수원,2018-09-28,17.7,13.8,,4.4,,18.60439672
119,수원,2018-09-29,19.6,13.4,,3.2,,20.96671471
119,수원,2018-09-30,17.2,12.9,,5.9,,17.76521056
119,수원,2018-10-01,15.7,10.8,0.1,6.2,,15.98842874
119,수원,2018-10-02,14.8,8.9,,3.9,,15.47790021
119,수원,2018-10-03,16.4,9.8,,2.7,,17.60681714
119,수원,2018-10-04,19.3,11.6,,5.2,,20.27526213
119,수원,2018-10-05,17.1,15.6,27.2,5,,17.80973887
119,수원,2018-10-06,17.7,14.8,76,6.3,,18.27832357
119,수원,2018-10-07,16.4,11.4,,4.2,,17.18885745
119,수원,2018-10-08,13.7,7.4,,3,,14.5554844
119,수원,2018-10-09,14.9,8.9,,3.6,,15.67576312
119,수원,2018-10-10,12.7,8,3,5.5,,12.69221437
119,수원,2018-10-11,9.8,4,,5.6,,9.351055149
119,수원,2018-10-12,10.3,3.9,,2.9,,10.88220427
119,수원,2018-10-13,11.6,5,,3.3,,12.13363708
119,수원,2018-10-14,13.1,5.8,,3.4,,13.75003421
119,수원,2018-10-15,14.2,8.6,,3.4,,14.96416848
119,수원,2018-10-16,13.6,8.9,,3.3,,14.33655791
119,수원,2018-10-17,11.4,6.6,,4.6,,11.46079123
119,수원,2018-10-18,10.7,5,3.8,7.6,,9.91033517
119,수원,2018-10-19,12.7,6,,3.5,,13.27271425
